Code|Nutrient/Ingridient|Value (per 100gr)
DR082|Serat (Fibre)|1.8 g
DR082|Abu (ASH)|2.0 g
DR082|Kalsium (Ca)|80 mg
DR082|Fosfor (P)|45 mg
DR082|Besi (Fe)|3.7 mg
DR082|Natrium (Na)|45 mg
DR082|Kalium (K)|634.1 mg
DR082|Beta-Karoten (Carotenes)|7 mcg
DR082|Karoten Total (Re)|1,000 mcg
DR082|Thiamin (Vit. B1)|0.08 mg
DR082|Riboflavin (Vit. B2)|0.10 mg
DR082|Niasin (Niacin)|0.7 mg
DR082|Vitamin C (Vit. C)|50 mg
DR083|Air (Water)|94.5 g
DR083|Energi (Energy)|19 Kal
DR083|Protein (Protein)|0.8 g
DR083|Lemak (Fat)|0.2 g
DR083|Karbohidrat (CHO)|4.1 g
DR083|Serat (Fibre)|1.3 g
DR083|Abu (ASH)|0.4 g
DR083|Kalsium (Ca)|19 mg
DR083|Fosfor (P)|33 mg
DR083|Besi (Fe)|0.9 mg
DR083|Natrium (Na)|23 mg
DR083|Kalium (K)|109.1 mg
DR083|Tembaga (Cu)|0.00 mg
DR083|Seng (Zn)|0.1 mg
DR083|Beta-Karoten (Carotenes)|17 mcg
DR083|Karoten Total (Re)|380 mcg
DR083|Thiamin (Vit. B1)|0.03 mg
DR083|Riboflavin (Vit. B2)|0.00 mg
DR083|Niasin (Niacin)|0.4 mg
DR083|Vitamin C (Vit. C)|8 mg
DR084|Air (Water)|90.0 g
DR084|Energi (Energy)|35 Kal
DR084|Protein (Protein)|1.7 g
DR084|Lemak (Fat)|0.2 g
DR084|Karbohidrat (CHO)|7.7 g
DR084|Serat (Fibre)|2.5 g
DR084|Abu (ASH)|0.4 g
DR084|Kalsium (Ca)|62 mg
DR084|Fosfor (P)|33 mg
DR084|Besi (Fe)|2.1 mg
DR084|Natrium (Na)|64 mg
DR084|Kalium (K)|905.8 mg
DR084|Karoten Total (Re)|3,800 mcg
DR084|Thiamin (Vit. B1)|0.07 mg
DR084|Riboflavin (Vit. B2)|0.10 mg
DR084|Niasin (Niacin)|1.1 mg
DR084|Vitamin C (Vit. C)|54 mg
DR085|Air (Water)|89.5 g
DR085|Energi (Energy)|35 Kal
DR085|Protein (Protein)|2.2 g
DR085|Lemak (Fat)|0.1 g
DR085|Karbohidrat (CHO)|7.4 g
DR085|Serat (Fibre)|1.9 g
DR085|Abu (ASH)|0.8 g
DR085|Kalsium (Ca)|7 mg
DR085|Fosfor (P)|100 mg
DR085|Besi (Fe)|0.5 mg
DR085|Natrium (Na)|353 mg
DR085|Kalium (K)|230.2 mg
DR085|Tembaga (Cu)|0.10 mg
DR085|Seng (Zn)|0.8 mg
DR085|Retinol (Vit. A)|0 mcg
DR085|Beta-Karoten (Carotenes)|23 mcg
DR085|Karoten Total (Re)|200 mcg
DR085|Thiamin (Vit. B1)|0.08 mg
DR085|Riboflavin (Vit. B2)|0.16 mg
DR085|Niasin (Niacin)|0.9 mg
DR085|Vitamin C (Vit. C)|8 mg
DR086|Air (Water)|24.8 g
DR086|Energi (Energy)|296 Kal
DR086|Protein (Protein)|9.4 g
DR086|Lemak (Fat)|1.1 g
DR086|Karbohidrat (CHO)|62.0 g
DR086|Abu (ASH)|2.7 g
DR086|Kalsium (Ca)|5 mg
DR086|Fosfor (P)|277 mg
DR086|Besi (Fe)|5.3 mg
DR086|Natrium (Na)|2 mg
DR086|Kalium (K)|0.0 mg
DR086|Tembaga (Cu)|0.20 mg
DR086|Seng (Zn)|3.1 mg
DR086|Thiamin (Vit. B1)|1.10 mg
DR086|Riboflavin (Vit. B2)|0.10 mg
DR087|Air (Water)|14.9 g
DR087|Energi (Energy)|294 Kal
DR087|Protein (Protein)|16.0 g
DR087|Lemak (Fat)|0.9 g
DR087|Karbohidrat (CHO)|64.6 g
DR087|Serat (Fibre)|46.5 g
DR087|Abu (ASH)|3.6 g
DR087|Kalsium (Ca)|51 mg
DR087|Fosfor (P)|223 mg
DR087|Besi (Fe)|6.7 mg
DR087|Natrium (Na)|174 mg
DR087|Kalium (K)|726.1 mg
DR087|Tembaga (Cu)|0.29 mg
DR087|Seng (Zn)|5.5 mg
DR087|Retinol (Vit. A)|0 mcg
DR087|Beta-Karoten (Carotenes)|11 mcg
DR087|Karoten Total (Re)|0 mcg
DR087|Thiamin (Vit. B1)|0.11 mg
DR087|Riboflavin (Vit. B2)|0.60 mg
DR087|Niasin (Niacin)|2.7 mg
DR087|Vitamin C (Vit. C)|0 mg
DR088|Air (Water)|93.7 g
DR088|Energi (Energy)|21 Kal
DR088|Protein (Protein)|3.8 g
DR088|Lemak (Fat)|0.6 g
DR088|Karbohidrat (CHO)|0.9 g
DR088|Serat (Fibre)|5.1 g
DR088|Abu (ASH)|1.0 g
DR088|Kalsium (Ca)|3 mg
DR088|Fosfor (P)|94 mg
DR088|Besi (Fe)|1.7 mg
DR088|Natrium (Na)|17 mg
DR088|Kalium (K)|33.4 mg
DR088|Tembaga (Cu)|0.19 mg
DR088|Seng (Zn)|0.1 mg
DR088|Retinol (Vit. A)|0 mcg
DR088|Beta-Karoten (Carotenes)|1 mcg
DR088|Karoten Total (Re)|0 mcg
DR088|Thiamin (Vit. B1)|0.10 mg
DR088|Riboflavin (Vit. B2)|0.09 mg
DR088|Niasin (Niacin)|0.1 mg
DR088|Vitamin C (Vit. C)|5 mg
DR089|Air (Water)|91.5 g
DR089|Energi (Energy)|30 Kal
DR089|Protein (Protein)|3.5 g
DR089|Lemak (Fat)|0.2 g
DR089|Karbohidrat (CHO)|4.0 g
DR089|Serat (Fibre)|2.4 g
DR089|Abu (ASH)|0.8 g
DR089|Kalsium (Ca)|14 mg
DR089|Fosfor (P)|117 mg
DR089|Besi (Fe)|1.0 mg
DR089|Natrium (Na)|6 mg
DR089|Kalium (K)|300.0 mg
DR089|Tembaga (Cu)|0.30 mg
DR089|Seng (Zn)|0.8 mg
DR089|Beta-Karoten (Carotenes)|0 mcg
DR089|Karoten Total (Re)|0 mcg
DR089|Thiamin (Vit. B1)|0.02 mg
DR089|Riboflavin (Vit. B2)|0.20 mg
DR089|Niasin (Niacin)|0.5 mg
DR089|Vitamin C (Vit. C)|0 mg
DR090|Air (Water)|92.5 g
DR090|Energi (Energy)|30 Kal
DR090|Protein (Protein)|1.9 g
DR090|Lemak (Fat)|0.1 g
DR090|Karbohidrat (CHO)|5.5 g
DR090|Serat (Fibre)|3.6 g
DR090|Abu (ASH)|0.6 g
DR090|Kalsium (Ca)|9 mg
DR090|Fosfor (P)|83 mg
DR090|Besi (Fe)|0.7 mg
DR090|Natrium (Na)|22 mg
DR090|Kalium (K)|226.0 mg
DR090|Tembaga (Cu)|0.00 mg
DR090|Seng (Zn)|0.8 mg
DR090|Beta-Karoten (Carotenes)|0 mcg
DR090|Karoten Total (Re)|0 mcg
DR090|Thiamin (Vit. B1)|0.30 mg
DR090|Riboflavin (Vit. B2)|0.20 mg
DR090|Niasin (Niacin)|1.0 mg
DR090|Vitamin C (Vit. C)|0 mg
DR091|Air (Water)|91.3 g
DR091|Energi (Energy)|48 Kal
DR091|Protein (Protein)|1.9 g
DR091|Lemak (Fat)|3.2 g
DR091|Karbohidrat (CHO)|2.8 g
DR091|Serat (Fibre)|1.0 g
DR091|Abu (ASH)|0.8 g
DR091|Kalsium (Ca)|10 mg
DR091|Fosfor (P)|90 mg
DR091|Besi (Fe)|0.6 mg
DR091|Natrium (Na)|100 mg
DR091|Kalium (K)|440.0 mg
DR091|Tembaga (Cu)|0.60 mg
DR091|Seng (Zn)|0.6 mg
DR091|Beta-Karoten (Carotenes)|0 mcg
DR091|Thiamin (Vit. B1)|0.20 mg
DR091|Riboflavin (Vit. B2)|0.20 mg
DR091|Niasin (Niacin)|6.5 mg
DR092|Air (Water)|90.2 g
DR092|Energi (Energy)|32 Kal
DR092|Protein (Protein)|1.2 g
DR092|Lemak (Fat)|0.3 g
DR092|Karbohidrat (CHO)|7.1 g
DR092|Serat (Fibre)|3.2 g
DR092|Abu (ASH)|1.2 g
DR092|Kalsium (Ca)|30 mg
DR092|Fosfor (P)|50 mg
DR092|Besi (Fe)|0.1 mg
DR092|Natrium (Na)|3 mg
DR092|Kalium (K)|524.0 mg
DR092|Tembaga (Cu)|0.09 mg
DR092|Seng (Zn)|0.3 mg
DR092|Retinol (Vit. A)|0 mcg
DR092|Beta-Karoten (Carotenes)|201 mcg
DR092|Karoten Total (Re)|170 mcg
DR092|Thiamin (Vit. B1)|0.05 mg
DR092|Riboflavin (Vit. B2)|0.03 mg
DR092|Niasin (Niacin)|0.8 mg
DR092|Vitamin C (Vit. C)|10 mg
DR093|Air (Water)|52.7 g
DR093|Energi (Energy)|192 Kal
DR093|Protein (Protein)|5.4 g
DR093|Lemak (Fat)|0.3 g
DR093|Karbohidrat (CHO)|40.7 g
DR093|Serat (Fibre)|1.5 g
DR093|Abu (ASH)|0.9 g
DR093|Kalsium (Ca)|4 mg
DR093|Fosfor (P)|150 mg
DR093|Besi (Fe)|0.7 mg
DR093|Natrium (Na)|60 mg
DR093|Kalium (K)|241.0 mg
DR093|Tembaga (Cu)|0.30 mg
DR093|Seng (Zn)|0.6 mg
DR093|Thiamin (Vit. B1)|0.05 mg
DR093|Riboflavin (Vit. B2)|0.20 mg
DR093|Niasin (Niacin)|0.5 mg
DR093|Vitamin C (Vit. C)|31 mg
DR094|Air (Water)|89.0 g
DR094|Energi (Energy)|34 Kal
DR094|Protein (Protein)|1.9 g
DR094|Lemak (Fat)|0.3 g
DR094|Karbohidrat (CHO)|7.1 g
DR094|Serat (Fibre)|3.5 g
DR094|Abu (ASH)|1.7 g
DR094|Kalsium (Ca)|162 mg
DR094|Fosfor (P)|41 mg
DR094|Besi (Fe)|4.0 mg
DR094|Natrium (Na)|59 mg
DR094|Kalium (K)|388.5 mg
DR094|Tembaga (Cu)|0.30 mg
DR094|Seng (Zn)|1.2 mg
DR094|Beta-Karoten (Carotenes)|2 mcg
DR094|Karoten Total (Re)|3,918 mcg
DR094|Thiamin (Vit. B1)|0.03 mg
DR094|Niasin (Niacin)|0.4 mg
DR094|Vitamin C (Vit. C)|20 mg
DR095|Air (Water)|67.2 g
DR095|Energi (Energy)|130 Kal
DR095|Protein (Protein)|6.7 g
DR095|Lemak (Fat)|0.3 g
DR095|Karbohidrat (CHO)|25.2 g
DR095|Serat (Fibre)|2.9 g
DR095|Abu (ASH)|0.6 g
DR095|Kalsium (Ca)|4 mg
DR095|Fosfor (P)|204 mg
DR095|Besi (Fe)|0.5 mg
DR095|Natrium (Na)|1 mg
DR095|Kalium (K)|397.8 mg
DR095|Tembaga (Cu)|0.20 mg
DR095|Seng (Zn)|0.5 mg
DR095|Beta-Karoten (Carotenes)|165 mcg
DR095|Thiamin (Vit. B1)|0.80 mg
DR095|Riboflavin (Vit. B2)|0.10 mg
DR095|Niasin (Niacin)|0.3 mg
DR095|Vitamin C (Vit. C)|16 mg
DR096|Air (Water)|93.6 g
DR096|Energi (Energy)|22 Kal
DR096|Protein (Protein)|1.1 g
DR096|Lemak (Fat)|1.0 g
DR096|Karbohidrat (CHO)|3.4 g
DR096|Serat (Fibre)|1.1 g
DR096|Abu (ASH)|0.9 g
DR096|Kalsium (Ca)|63 mg
DR096|Fosfor (P)|296 mg
DR096|Besi (Fe)|1.0 mg
DR096|Natrium (Na)|2 mg
DR096|Kalium (K)|69.2 mg
DR096|Tembaga (Cu)|0.30 mg
DR096|Retinol (Vit. A)|0 mcg
DR096|Beta-Karoten (Carotenes)|197 mcg
DR096|Karoten Total (Re)|116 mcg
DR096|Thiamin (Vit. B1)|0.02 mg
DR096|Niasin (Niacin)|0.4 mg
DR096|Vitamin C (Vit. C)|0 mg
DR097|Air (Water)|91.8 g
DR097|Energi (Energy)|31 Kal
DR097|Protein (Protein)|2.3 g
DR097|Lemak (Fat)|0.1 g
DR097|Karbohidrat (CHO)|5.3 g
DR097|Serat (Fibre)|2.7 g
DR097|Abu (ASH)|0.5 g
DR097|Kalsium (Ca)|60 mg
DR097|Fosfor (P)|64 mg
DR097|Besi (Fe)|0.6 mg
DR097|Natrium (Na)|30 mg
DR097|Kalium (K)|213.0 mg
DR097|Tembaga (Cu)|0.10 mg
DR097|Seng (Zn)|0.5 mg
DR097|Retinol (Vit. A)|0 mcg
DR097|Beta-Karoten (Carotenes)|125 mcg
DR097|Thiamin (Vit. B1)|0.70 mg
DR097|Riboflavin (Vit. B2)|0.10 mg
DR097|Niasin (Niacin)|0.3 mg
DR097|Vitamin C (Vit. C)|46 mg
DR098|Air (Water)|88.5 g
DR098|Energi (Energy)|37 Kal
DR098|Protein (Protein)|3.1 g
DR098|Lemak (Fat)|0.2 g
DR098|Karbohidrat (CHO)|7.9 g
DR098|Serat (Fibre)|2.5 g
DR098|Abu (ASH)|0.3 g
DR098|Kalsium (Ca)|103 mg
DR098|Fosfor (P)|126 mg
DR098|Besi (Fe)|0.8 mg
DR098|Karoten Total (Re)|2,312 mcg
DR098|Thiamin (Vit. B1)|0.02 mg
DR098|Vitamin C (Vit. C)|6 mg
DR099|Air (Water)|89.9 g
DR099|Energi (Energy)|38 Kal
DR099|Protein (Protein)|2.4 g
DR099|Lemak (Fat)|0.2 g
DR099|Karbohidrat (CHO)|6.6 g
DR099|Serat (Fibre)|5.8 g
DR099|Abu (ASH)|0.9 g
DR099|Kalsium (Ca)|18 mg
DR099|Fosfor (P)|90 mg
DR099|Besi (Fe)|1.1 mg
DR099|Natrium (Na)|7 mg
DR099|Kalium (K)|443.0 mg
DR099|Tembaga (Cu)|0.40 mg
DR099|Seng (Zn)|0.9 mg
DR099|Beta-Karoten (Carotenes)|44 mcg
DR099|Thiamin (Vit. B1)|0.30 mg
DR099|Riboflavin (Vit. B2)|0.10 mg
DR099|Vitamin C (Vit. C)|8 mg
DR100|Air (Water)|91.0 g
DR100|Energi (Energy)|28 Kal
DR100|Protein (Protein)|3.4 g
DR100|Lemak (Fat)|0.7 g
DR100|Karbohidrat (CHO)|3.9 g
DR100|Serat (Fibre)|2.0 g
DR100|Abu (ASH)|1.0 g
DR100|Kalsium (Ca)|67 mg
DR100|Fosfor (P)|54 mg
DR100|Besi (Fe)|2.3 mg
DR100|Natrium (Na)|65 mg
DR100|Kalium (K)|250.1 mg
DR100|Tembaga (Cu)|0.13 mg
DR100|Seng (Zn)|0.4 mg
DR100|Beta-Karoten (Carotenes)|2,868 mcg
DR100|Karoten Total (Re)|5,542 mcg
DR100|Thiamin (Vit. B1)|0.07 mg
DR100|Riboflavin (Vit. B2)|0.36 mg
DR100|Niasin (Niacin)|2.0 mg
DR100|Vitamin C (Vit. C)|17 mg
DR101|Air (Water)|88.5 g
DR101|Energi (Energy)|43 Kal
DR101|Protein (Protein)|1.8 g
DR101|Lemak (Fat)|0.2 g
DR101|Karbohidrat (CHO)|8.4 g
DR101|Serat (Fibre)|4.3 g
DR101|Abu (ASH)|1.1 g
DR101|Kalsium (Ca)|72 mg
DR101|Fosfor (P)|9 mg
DR101|Besi (Fe)|0.7 mg
DR101|Natrium (Na)|30 mg
DR101|Kalium (K)|361.0 mg
DR101|Tembaga (Cu)|0.30 mg
DR101|Seng (Zn)|0.4 mg
DR101|Beta-Karoten (Carotenes)|2,741 mcg
DR101|Thiamin (Vit. B1)|0.80 mg
DR101|Riboflavin (Vit. B2)|0.10 mg
DR101|Niasin (Niacin)|1.1 mg
DR101|Vitamin C (Vit. C)|23 mg
DR102|Air (Water)|86.8 g
DR102|Energi (Energy)|45 Kal
DR102|Protein (Protein)|3.3 g
DR102|Lemak (Fat)|0.2 g
DR102|Karbohidrat (CHO)|9.0 g
DR102|Serat (Fibre)|1.8 g
DR102|Abu (ASH)|0.7 g
DR102|Kalsium (Ca)|51 mg
DR102|Fosfor (P)|85 mg
DR102|Besi (Fe)|1.0 mg
DR102|Natrium (Na)|2 mg
DR102|Kalium (K)|118.4 mg
DR102|Tembaga (Cu)|0.09 mg
DR102|Seng (Zn)|0.7 mg
DR102|Beta-Karoten (Carotenes)|72 mcg
DR102|Karoten Total (Re)|440 mcg
DR102|Thiamin (Vit. B1)|0.20 mg
DR102|Riboflavin (Vit. B2)|0.10 mg
DR102|Niasin (Niacin)|0.9 mg
DR102|Vitamin C (Vit. C)|49 mg
DR103|Air (Water)|93.7 g
DR103|Energi (Energy)|25 Kal
DR103|Protein (Protein)|2.3 g
DR103|Lemak (Fat)|0.2 g
DR103|Karbohidrat (CHO)|3.5 g
DR103|Serat (Fibre)|2.1 g
DR103|Abu (ASH)|0.3 g
DR103|Kalsium (Ca)|25 mg
DR103|Fosfor (P)|67 mg
DR103|Besi (Fe)|0.3 mg
DR103|Natrium (Na)|8 mg
DR103|Kalium (K)|88.4 mg
DR103|Tembaga (Cu)|0.08 mg
DR103|Seng (Zn)|0.3 mg
DR103|Beta-Karoten (Carotenes)|21 mcg
DR103|Thiamin (Vit. B1)|0.10 mg
DR103|Riboflavin (Vit. B2)|0.10 mg
DR103|Niasin (Niacin)|0.4 mg
DR103|Vitamin C (Vit. C)|39 mg
DR104|Air (Water)|90.4 g
DR104|Energi (Energy)|32 Kal
DR104|Protein (Protein)|2.9 g
DR104|Lemak (Fat)|0.2 g
DR104|Karbohidrat (CHO)|5.8 g
DR104|Serat (Fibre)|5.5 g
DR104|Abu (ASH)|0.7 g
DR104|Kalsium (Ca)|63 mg
DR104|Fosfor (P)|37 mg
DR104|Besi (Fe)|0.3 mg
DR104|Natrium (Na)|3 mg
DR104|Kalium (K)|103.8 mg
DR104|Tembaga (Cu)|0.18 mg
DR104|Seng (Zn)|0.4 mg
DR104|Beta-Karoten (Carotenes)|261 mcg
DR104|Karoten Total (Re)|595 mcg
DR104|Thiamin (Vit. B1)|0.24 mg
DR104|Riboflavin (Vit. B2)|0.11 mg
DR104|Niasin (Niacin)|0.7 mg
DR104|Vitamin C (Vit. C)|19 mg
DR105|Air (Water)|90.0 g
DR105|Energi (Energy)|34 Kal
DR105|Protein (Protein)|0.9 g
DR105|Lemak (Fat)|1.0 g
DR105|Karbohidrat (CHO)|6.7 g
DR105|Serat (Fibre)|2.6 g
DR105|Abu (ASH)|1.4 g
DR105|Kalsium (Ca)|60 mg
DR105|Fosfor (P)|16 mg
DR105|Besi (Fe)|1.0 mg
DR105|Natrium (Na)|47 mg
DR105|Kalium (K)|650.6 mg
DR105|Retinol (Vit. A)|0 mcg
DR105|Beta-Karoten (Carotenes)|0 mcg
DR105|Karoten Total (Re)|73 mcg
DR105|Thiamin (Vit. B1)|0.00 mg
DR105|Riboflavin (Vit. B2)|0.02 mg
DR105|Niasin (Niacin)|0.8 mg
DR105|Vitamin C (Vit. C)|0 mg
DR106|Air (Water)|70.0 g
DR106|Energi (Energy)|118 Kal
DR106|Protein (Protein)|1.5 g
DR106|Lemak (Fat)|0.3 g
DR106|Karbohidrat (CHO)|27.2 g
DR106|Serat (Fibre)|5.0 g
DR106|Abu (ASH)|1.0 g
DR106|Kalsium (Ca)|28 mg
DR106|Fosfor (P)|32 mg
DR106|Besi (Fe)|0.9 mg
DR106|Natrium (Na)|2 mg
DR106|Kalium (K)|500.9 mg
DR106|Tembaga (Cu)|0.09 mg
DR106|Seng (Zn)|0.1 mg
DR106|Beta-Karoten (Carotenes)|0 mcg
DR106|Karoten Total (Re)|20 mcg
DR106|Thiamin (Vit. B1)|0.10 mg
DR106|Riboflavin (Vit. B2)|0.03 mg
DR106|Niasin (Niacin)|0.9 mg
DR106|Vitamin C (Vit. C)|19 mg
DR107|Air (Water)|87.4 g
DR107|Energi (Energy)|51 Kal
DR107|Protein (Protein)|1.8 g
DR107|Lemak (Fat)|0.6 g
DR107|Karbohidrat (CHO)|9.6 g
DR107|Serat (Fibre)|5.0 g
DR107|Abu (ASH)|0.6 g
DR107|Kalsium (Ca)|23 mg
DR107|Fosfor (P)|29 mg
DR107|Besi (Fe)|0.9 mg
DR107|Natrium (Na)|22 mg
DR107|Kalium (K)|275.3 mg
DR107|Tembaga (Cu)|0.15 mg
DR107|Seng (Zn)|0.9 mg
DR107|Beta-Karoten (Carotenes)|201 mcg
DR107|Karoten Total (Re)|105 mcg
DR107|Thiamin (Vit. B1)|0.13 mg
DR107|Riboflavin (Vit. B2)|0.12 mg
DR107|Niasin (Niacin)|0.6 mg
DR107|Vitamin C (Vit. C)|41 mg
DR108|Air (Water)|93.0 g
DR108|Energi (Energy)|26 Kal
DR108|Protein (Protein)|1.7 g
DR108|Lemak (Fat)|0.4 g
DR108|Karbohidrat (CHO)|3.8 g
DR108|Serat (Fibre)|1.0 g
DR108|Abu (ASH)|1.1 g
DR108|Kalsium (Ca)|103 mg
DR108|Fosfor (P)|39 mg
DR108|Besi (Fe)|3.6 mg
DR108|Natrium (Na)|4 mg
DR108|Kalium (K)|240.5 mg
DR108|Tembaga (Cu)|0.23 mg
DR108|Seng (Zn)|0.9 mg
DR108|Beta-Karoten (Carotenes)|0 mcg
DR108|Karoten Total (Re)|2,550 mcg
DR108|Thiamin (Vit. B1)|0.03 mg
DR108|Riboflavin (Vit. B2)|0.09 mg
DR108|Niasin (Niacin)|0.2 mg
DR108|Vitamin C (Vit. C)|25 mg
DR109|Air (Water)|97.9 g
DR109|Energi (Energy)|8 Kal
DR109|Protein (Protein)|0.2 g
DR109|Lemak (Fat)|0.2 g
DR109|Karbohidrat (CHO)|1.4 g
DR109|Serat (Fibre)|0.3 g
DR109|Abu (ASH)|0.3 g
DR109|Kalsium (Ca)|29 mg
DR109|Fosfor (P)|95 mg
DR109|Besi (Fe)|0.8 mg
DR109|Natrium (Na)|2 mg
DR109|Kalium (K)|57.1 mg
DR109|Tembaga (Cu)|0.02 mg
DR109|Seng (Zn)|0.1 mg
DR109|Retinol (Vit. A)|0 mcg
DR109|Beta-Karoten (Carotenes)|18 mcg
DR109|Karoten Total (Re)|314 mcg
DR109|Thiamin (Vit. B1)|0.01 mg
DR109|Riboflavin (Vit. B2)|0.02 mg
DR109|Niasin (Niacin)|0.1 mg
DR109|Vitamin C (Vit. C)|1 mg
DR110|Air (Water)|96.8 g
DR110|Energi (Energy)|10 Kal
DR110|Protein (Protein)|0.5 g
DR110|Lemak (Fat)|0.2 g
DR110|Karbohidrat (CHO)|2.0 g
DR110|Serat (Fibre)|0.6 g
DR110|Abu (ASH)|0.5 g
DR110|Kalsium (Ca)|20 mg
DR110|Fosfor (P)|98 mg
DR110|Besi (Fe)|1.0 mg
DR110|Natrium (Na)|10 mg
DR110|Kalium (K)|82.1 mg
DR110|Tembaga (Cu)|0.03 mg
DR110|Seng (Zn)|0.1 mg
DR110|Retinol (Vit. A)|0 mcg
DR110|Beta-Karoten (Carotenes)|19 mcg
DR110|Karoten Total (Re)|21 mcg
DR110|Thiamin (Vit. B1)|0.02 mg
DR110|Riboflavin (Vit. B2)|0.03 mg
DR110|Niasin (Niacin)|0.1 mg
DR110|Vitamin C (Vit. C)|3 mg
DR111|Air (Water)|97.1 g
DR111|Energi (Energy)|9 Kal
DR111|Protein (Protein)|0.5 g
DR111|Lemak (Fat)|0.1 g
DR111|Karbohidrat (CHO)|1.9 g
DR111|Serat (Fibre)|0.7 g
DR111|Abu (ASH)|0.4 g
DR111|Kalsium (Ca)|15 mg
DR111|Fosfor (P)|102 mg
DR111|Besi (Fe)|0.6 mg
DR111|Natrium (Na)|2 mg
DR111|Kalium (K)|78.9 mg
DR111|Tembaga (Cu)|0.02 mg
DR111|Seng (Zn)|0.1 mg
DR111|Retinol (Vit. A)|0 mcg
DR111|Beta-Karoten (Carotenes)|25 mcg
DR111|Karoten Total (Re)|0 mcg
DR111|Thiamin (Vit. B1)|0.02 mg
DR111|Riboflavin (Vit. B2)|0.02 mg
DR111|Niasin (Niacin)|0.1 mg
DR111|Vitamin C (Vit. C)|5 mg
DR112|Air (Water)|74.3 g
DR112|Energi (Energy)|99 Kal
DR112|Protein (Protein)|3.3 g
DR112|Lemak (Fat)|0.1 g
DR112|Karbohidrat (CHO)|21.2 g
DR112|Serat (Fibre)|10.3 g
DR112|Abu (ASH)|1.1 g
DR112|Kalsium (Ca)|50 mg
DR112|Fosfor (P)|99 mg
DR112|Besi (Fe)|13.1 mg
DR112|Natrium (Na)|15 mg
DR112|Kalium (K)|567.0 mg
DR112|Tembaga (Cu)|0.20 mg
DR112|Seng (Zn)|0.6 mg
DR112|Beta-Karoten (Carotenes)|5 mcg
DR112|Thiamin (Vit. B1)|0.20 mg
DR112|Riboflavin (Vit. B2)|0.19 mg
DR112|Niasin (Niacin)|0.1 mg
DR113|Air (Water)|91.7 g
DR113|Energi (Energy)|25 Kal
DR113|Protein (Protein)|2.4 g
DR113|Lemak (Fat)|0.2 g
DR113|Karbohidrat (CHO)|4.9 g
DR113|Serat (Fibre)|1.6 g
DR113|Abu (ASH)|0.8 g
DR113|Kalsium (Ca)|22 mg
DR113|Fosfor (P)|72 mg
DR113|Besi (Fe)|1.1 mg
DR113|Natrium (Na)|47 mg
DR113|Kalium (K)|187.0 mg
DR113|Tembaga (Cu)|0.04 mg
DR113|Seng (Zn)|0.3 mg
DR113|Beta-Karoten (Carotenes)|24 mcg
DR113|Karoten Total (Re)|90 mcg
DR113|Thiamin (Vit. B1)|0.11 mg
DR113|Riboflavin (Vit. B2)|0.09 mg
DR113|Niasin (Niacin)|0.6 mg
DR113|Vitamin C (Vit. C)|69 mg
DR114|Air (Water)|92.4 g
DR114|Energi (Energy)|29 Kal
DR114|Protein (Protein)|1.4 g
DR114|Lemak (Fat)|0.2 g
DR114|Karbohidrat (CHO)|5.3 g
DR114|Serat (Fibre)|1.9 g
DR114|Abu (ASH)|0.9 g
DR114|Kalsium (Ca)|46 mg
DR114|Fosfor (P)|31 mg
DR114|Besi (Fe)|0.5 mg
DR114|Natrium (Na)|28 mg
DR114|Kalium (K)|236.8 mg
DR114|Tembaga (Cu)|0.29 mg
DR114|Seng (Zn)|0.3 mg
DR114|Beta-Karoten (Carotenes)|46 mcg
DR114|Karoten Total (Re)|80 mcg
DR114|Thiamin (Vit. B1)|0.06 mg
DR114|Riboflavin (Vit. B2)|0.07 mg
DR114|Niasin (Niacin)|0.3 mg
DR114|Vitamin C (Vit. C)|50 mg
DR115|Air (Water)|67.2 g
DR115|Energi (Energy)|128 Kal
DR115|Protein (Protein)|8.3 g
DR115|Lemak (Fat)|0.7 g
DR115|Karbohidrat (CHO)|22.1 g
DR115|Abu (ASH)|1.7 g
DR115|Kalsium (Ca)|17 mg
DR115|Fosfor (P)|12 mg
DR115|Besi (Fe)|2.7 mg
DR115|Karoten Total (Re)|80 mcg
DR115|Thiamin (Vit. B1)|0.11 mg
DR115|Vitamin C (Vit. C)|31 mg
DR116|Air (Water)|88.0 g
DR116|Energi (Energy)|46 Kal
DR116|Protein (Protein)|3.0 g
DR116|Lemak (Fat)|0.3 g
DR116|Karbohidrat (CHO)|7.9 g
DR116|Serat (Fibre)|3.3 g
DR116|Abu (ASH)|0.8 g
DR116|Kalsium (Ca)|56 mg
DR116|Fosfor (P)|47 mg
DR116|Besi (Fe)|1.1 mg
DR116|Natrium (Na)|2 mg
DR116|Kalium (K)|249.3 mg
DR116|Tembaga (Cu)|0.09 mg
DR116|Seng (Zn)|0.4 mg
DR116|Beta-Karoten (Carotenes)|66 mcg
DR116|Karoten Total (Re)|870 mcg
DR116|Thiamin (Vit. B1)|0.09 mg
DR116|Riboflavin (Vit. B2)|0.09 mg
DR116|Niasin (Niacin)|0.5 mg
DR116|Vitamin C (Vit. C)|17 mg
DR117|Air (Water)|86.3 g
DR117|Energi (Energy)|45 Kal
DR117|Protein (Protein)|2.2 g
DR117|Lemak (Fat)|0.3 g
DR117|Karbohidrat (CHO)|10.3 g
DR117|Serat (Fibre)|4.8 g
DR117|Abu (ASH)|0.9 g
DR117|Kalsium (Ca)|52 mg
